Company,ZIP,City,Country,State,Sales,County,latitude,longitude,Year
MHC Kenworth - Des Moines,50313,Des Moines,USA,IA,-625,Polk,41.65538,-93.62287,2023
MHC Kenworth - Dubuque,52003,Dubuque,USA,IA,0,Dubuque,42.43434,-90.67506,2023
MHC Kenworth - Macon,31206,Macon,USA,GA,0,Bibb,32.79383,-83.6832,2023
MHC Kenworth - South Fort Worth,76134,Edgecliff Village,USA,TX,0,Tarrant,32.64331,-97.33103,2023
MHC Kenworth - Hobbs,88240,Hobbs,USA,NM,0,Lea,32.67285,-103.43454,2023
MHC Kenworth - Wichita Falls,76302,Wichita Falls,USA,TX,-300,Wichita,33.86607,-98.48487,2023
MHC Kenworth - Chillicothe,45601,Chillicothe,USA,OH,-625,Ross,39.30996,-82.9555,2023
MHC Kenworth - East Atlanta,30094,Conyers,USA,GA,-350,Rockdale,33.61243,-84.0555,2023
MHC Kenworth - Abilene,79563,Tye,USA,TX,-300,Taylor,32.42222,-99.90929,2023
MHC Kenworth - Jackson,38305,Jackson,USA,TN,-325,Madison,35.70108,-88.76779,2023
MHC Kenworth - Kingsport,37663,Kingsport,USA,TN,0,Sullivan,36.46466,-82.48525,2023
MHC Kenworth - Chattanooga,37421,Chattanooga,USA,TN,2267,Hamilton,35.02915,-85.153,2023
Corpus Christi Freightliner,78409,Corpus Christi,USA,TX,-12218,Nueces,27.81729,-97.51458,2023
MHC Kenworth - Knoxville,37914,Knoxville,USA,TN,-650,Knox,35.97988,-83.79937,2023
"Truck Country of Wisconsin, Inc.",52003,Dubuque,USA,IA,0,Dubuque,42.43434,-90.67506,2023
Truck Country - Madison (CPW),53532,DeForest,USA,WI,0,Dane,43.24881,-89.32547,2023
Kriete Truck Centers,53202,Milwaukee,USA,WI,1569,Milwaukee,43.04561,-87.89893,2023
Kriete Truck Center - Milwaukee,53208,Milwaukee,USA,WI,5600,Milwaukee,43.04556,-87.96556,2023
Truck Country - Indianapolis (CPW),46241,Indianapolis,USA,IN,0,Marion,39.72389,-86.26842,2023
Kriete Truck Center Milwaukee,53208,Milwaukee,USA,WI,397,Milwaukee,43.04556,-87.96556,2023
Stoops Freightliner-Quality Trailer,46774,New Haven,USA,IN,0,Allen,41.09103,-84.96955,2023
FleetPride,57104,Sioux Falls,USA,SD,1152,Minnehaha,43.6041,-96.70442,2023
MHC Kenworth - Little Rock,72206,Little Rock,USA,AR,-1850,Pulaski,34.63042,-92.23833,2023
MHC Kenworth - Nashville,37210,Nashville,USA,TN,306,Davidson,36.1442,-86.73374,2023
MHC Kenworth - Wilmington,28401,Wilmington,USA,NC,-588,New Hanover,34.29053,-77.97053,2023
MHC Kenworth - Rocky Mount,27809,Battleboro,USA,NC,-350,Nash,36.01932,-77.74085,2023
MHC Kenworth - Odessa,79763,Odessa,USA,TX,-25,Ector,31.80766,-102.46744,2023
MHC Kenworth - South Dallas,75241,Dallas,USA,TX,0,Dallas,32.667,-96.75903,2023
MHC Kenworth - El Paso,79935,El Paso,USA,TX,21540,El Paso,31.76804,-106.33029,2023
MHC Kenworth - Longview,75602,Longview,USA,TX,-625,Gregg,32.45803,-94.65712,2023
MHC Kenworth - Texarkana,75501,Texarkana,USA,TX,-1235,Bowie,33.37413,-94.13168,2023
MHC Kenworth - Waco,76706,Robinson,USA,TX,-1225,McLennan,31.465,-97.09131,2023
MHC Kenworth - Fort Worth,76111,Fort Worth,USA,TX,0,Tarrant,32.7804,-97.30116,2023
MHC Kenworth - Dallas,75247,Dallas,USA,TX,2053,Dallas,32.81417,-96.87803,2023
MHC Kenworth - Charlotte,28273,Charlotte,USA,NC,-650,Mecklenburg,35.12624,-80.94469,2023
MHC Kenworth - Tupelo,38801,Tupelo,USA,MS,-300,Lee,34.22256,-88.7762,2023
MHC Kenworth - Jonesboro,72401,Jonesboro,USA,AR,2161,Craighead,35.86835,-90.66193,2023
MHC Kenworth - Memphis,38116,Memphis,USA,TN,-650,Shelby,35.03213,-90.01001,2023
MHC Kenworth - Baxley,31513,Baxley,USA,GA,-300,Appling,31.77792,-82.34622,2023
MHC Kenworth - Savannah,31407,Port Wentworth,USA,GA,-675,Chatham,32.18232,-81.19942,2023
MHC Kenworth - Salina,67401,Salina,USA,KS,-350,Saline,38.83554,-97.64621,2023
MHC Kenworth - South Atlanta,30253,McDonough,USA,GA,8367,Henry,33.45028,-84.18579,2023
MHC Kenworth - Atlanta,30126,Mableton,USA,GA,1150,Cobb,33.81588,-84.55171,2023
MHC Kenworth - Gainesville,30507,Gainesville,USA,GA,-3100,Hall,34.26082,-83.76622,2023
MHC Kenworth - Tulsa,74131,Tulsa,USA,OK,-700,Tulsa,36.05172,-96.07291,2023
MHC Kenworth - Augusta,30909,Augusta,USA,GA,-625,Richmond,33.47068,-82.08376,2023
MHC Kenworth - Ardmore,73401,Ardmore,USA,OK,0,Carter,34.21045,-97.11434,2023
MHC Kenworth - Oklahoma City,73128,Oklahoma City,USA,OK,-325,Oklahoma,35.44899,-97.64595,2023
MHC Kenworth - Concord,28027,Concord,USA,NC,0,Cabarrus,35.40879,-80.67524,2023
MHC Kenworth - Van Buren,72956,Van Buren,USA,AR,0,Crawford,35.46895,-94.3489,2023
MHC Kenworth - Greensboro,27409,Greensboro,USA,NC,2429,Guilford,36.09242,-79.94431,2023
MHC Kenworth - Hickory,28602,Hickory,USA,NC,1552,Catawba,35.67574,-81.38459,2023
MHC Kenworth - Raleigh,27616,Raleigh,USA,NC,0,Wake,35.86735,-78.53792,2023
MHC Kenworth - Durham,27704,Durham,USA,NC,0,Durham,36.04088,-78.83007,2023
MHC Kenworth - Grand Junction,81505,Grand Junction,USA,CO,-5593,Mesa,39.18593,-108.59997,2023
MHC Kenworth - Greeley,80631,Greeley,USA,CO,2618,Weld,40.44216,-104.67809,2023
MHC Kenworth - Pueblo,81008,Pueblo,USA,CO,-2000,Pueblo,38.40765,-104.59354,2023
MHC Kenworth - Colorado Springs,80905,Colorado Springs,USA,CO,2640,El Paso,38.81855,-104.83649,2023
MHC Kenworth - Denver,80216,Denver,USA,CO,7191,Denver,39.78659,-104.96187,2023
MHC Kenworth - Topeka,66606,Topeka,USA,KS,0,Shawnee,39.06191,-95.72296,2023
MHC Kenworth - Joplin,64804,Joplin,USA,MO,0,Jasper,37.01955,-94.51137,2023
MHC Kenworth/Volvo - Springdale,72762,Springdale,USA,AR,0,Washington,36.18747,-94.22794,2023
MHC Kenworth - Columbia,65201,Columbia,USA,MO,-625,Boone,38.89595,-92.24365,2023
MHC Kenworth - Springfield,65803,Springfield,USA,MO,0,Greene,37.28464,-93.29036,2023
MHC Kenworth - Cabool,65689,Cabool,USA,MO,0,Texas,37.13665,-92.09794,2023
MHC Kenworth - Olathe,66061,Olathe,USA,KS,2153,Johnson,38.89633,-94.88029,2023
MHC Kenworth - Kansas City,64120,Kansas City,USA,MO,1974,Jackson,39.13142,-94.51489,2023
MHC Kenworth - Asheville,28806,Asheville,USA,NC,-325,Buncombe,35.57154,-82.61386,2023
MHC Kenworth - St. Joseph,64501,St. Joseph,USA,MO,-325,Buchanan,39.76584,-94.84448,2023
Valley HINO,44256,Medina,USA,OH,43943,Medina,41.14092,-81.85954,2023
FleetPride - Spartanburg,29301,Spartanburg,USA,SC,0,Spartanburg,34.93516,-82.01301,2023
Kriete Truck Center - Franksville,53126,Franksville,USA,WI,0,Racine,42.78848,-87.9966,2023
Total Truck Parts,40213,Louisville,USA,KY,0,Jefferson,38.177,-85.71571,2023
"M & K Quality Truck Sales of Joliet, LLC",60410,Channahon,USA,IL,0,Will,41.42119,-88.2171,2023
Total Truck Parts - Clarksville,47129,Clarksville,USA,IN,0,Clark,38.31378,-85.76874,2023
Total Truck Parts - Indianapolis,46221,Indianapolis,USA,IN,11875,Marion,39.69288,-86.23664,2023
FleetPride - New Orleans,70123,New Orleans,USA,LA,0,Orleans,29.951,-90.20501,2023
FleetPride - Norcross,30071,Norcross,USA,GA,0,Gwinnett,33.93977,-84.20561,2023
Kriete Truck Center - Green Bay,54115,De Pere,USA,WI,0,Brown,44.40552,-88.09195,2023
Kriete Truck Center - La Crosse,54669,West Salem,USA,WI,0,La Crosse,43.91171,-91.09046,2023
Turbo Diesel & Electric System,30066,Marietta,USA,GA,1260,Cobb,34.034,-84.50798,2023
"Rowe Truck Equipment, Inc.",47970,Otterbein,USA,IN,0,Tippecanoe,40.47423,-87.13031,2023
Rowe Truck Equipment - Kokomo,46901,Kokomo,USA,IN,398,Howard,40.52487,-86.15639,2023
Rowe Truck Equipment - Lafayette,47905,Lafayette,USA,IN,0,Tippecanoe,40.4218,-86.76418,2023
Rowe Truck Equipment - Wanatah,46390,Wanatah,USA,IN,0,LaPorte,41.41677,-86.8742,2023
"Stanley's Mobile Service, LLC.",27525,Franklinton,USA,NC,0,Franklin,36.11721,-78.46997,2023
Truck Center Companies East LLC,68138,Omaha,USA,NE,0,Douglas,41.15661,-96.13891,2023
Truck Center Companies West,68127,Omaha,USA,NE,0,Douglas,41.2061,-96.05245,2023
FleetPride - Augusta,30901,Augusta,USA,GA,0,Richmond,33.43811,-81.95327,2023
Truck Center Companies - Omaha,68138,Omaha,USA,NE,0,Douglas,41.15661,-96.13891,2023
Truck Center Companies - Council Bluffs,51501,Council Bluffs,USA,IA,0,Pottawattamie,41.22828,-95.87889,2023
Truck Center Companies - York,68467,York,USA,NE,0,York,40.86528,-97.59778,2023
Truck Center Companies - TAC,68138,Omaha,USA,NE,0,Douglas,41.15661,-96.13891,2023
Truck Center Companies - Columbus,68601,Columbus,USA,NE,0,Platte,41.45205,-97.39477,2023
Truck Center Companies - Dodge City,67801,Dodge City,USA,KS,0,Ford,37.72961,-100.05406,2023
Truck Center Companies - Wichita,67213,Wichita,USA,KS,-5300,Sedgwick,37.66722,-97.36498,2023
Truck Center Companies - Liberal,67901,Liberal,USA,KS,0,Seward,37.0943,-100.89864,2023
Truck Center Companies - Mankato,56001,Mankato,USA,MN,0,Blue Earth,44.13193,-93.97789,2023
Truck Center Companies - Clear Lake,50428,Clear Lake,USA,IA,0,Cerro Gordo,43.13573,-93.38815,2023
Truck Center Companies - Elk Run Heights,50707,Elk Run Heights,USA,IA,0,Black Hawk,42.4771,-92.27918,2023
Truck Center Companies - Fairmont,56258,Fairmont,USA,MN,0,Martin,44.44121,-95.75906,2023
Truck Center Companies - Marshall,56258,Marshall,USA,MN,0,Lyon,44.44121,-95.75906,2023
Truck Center Companies - Altoona,50009,Altoona,USA,IA,0,Polk,41.64313,-93.45945,2023
Truck Center Companies - Faribault,55021,Fairbault,USA,MN,0,Rice,44.2973,-93.27414,2023
Veritas Products LLC dba Truck Pipes USA,46845,Fort Wayne,USA,IN,1409,Allen,41.2051,-85.10789,2023
Premier Truck Group of Portland,97211,Portland,USA,OR,-14994,Multnomah,45.58174,-122.63548,2023
Bruckner's Truck & Equipment - Odessa,79766,Odessa,USA,TX,0,Ector,31.71014,-102.36185,2023
FleetPride,49203,Jackson,USA,MI,0,Jackson,42.22096,-84.40347,2023
FleetPride,30720,Dalton,USA,GA,0,Whitfield,34.73472,-85.00289,2023
Wastebuilt - Phoenix Parts,85043,Phoenix,USA,AZ,1380,Maricopa,33.4323,-112.19744,2023
Aftermarket Sales Samples,31021,DUBLIN,USA,GA,0,Laurens,32.49002,-82.93435,2023
Bruckner's Truck & Equipment,76033,Cleburne,USA,TX,0,Johnson,32.28663,-97.52075,2023
Stoops Freightliner-Quality Trailer,46737,Fremont,USA,IN,0,Steuben,41.72209,-84.92233,2023
Stoops Freightliner-Quality Trailer,45424,Dayton,USA,OH,0,Montgomery,39.84695,-84.11032,2023
Premier Truck Group of South Dallas,75241,Dallas,USA,TX,0,Dallas,32.667,-96.75903,2023
Premier Truck Group of Odessa,79761,Odessa,USA,TX,0,Ector,31.85603,-102.3485,2023
Premier Truck Group of Idaho Falls,83402,Idaho Falls,USA,ID,0,Bonneville,43.53011,-112.16786,2023
Capitol Trucks dba Capitol Freightliner,70816,Baton Rouge,USA,LA,0,East Baton Rouge,30.4288,-91.02144,2023
FleetPride - Avondale,85323,Avondale,USA,AZ,0,Maricopa,33.41888,-112.32615,2023
"D & W  Diesel, Inc. - Rochester",14623,Rochester,USA,NY,36,Monroe,43.08798,-77.64314,2023
FleetPride ,13904,Binghamton,USA,NY,23618,Broome,42.13072,-75.81587,2023
Romaine Electric Corp.,98031,KENT,USA,WA,0,King,47.4055,-122.1943,2023
Romaine Electric Corp.,84101,Salt Lake City,USA,UT,1402,Salt Lake,40.75628,-111.89996,2023
FleetPride,31407,Savannah,USA,GA,6102,Chatham,32.18232,-81.19942,2023
FleetPride,12553,New Windsor,USA,NY,1350,Orange,41.46146,-74.07311,2023
Rush Enterprises - Memphis Collision,38126,Memphis,USA,TN,0,Shelby,35.12695,-90.04378,2023
Holt Truck Centers,78222,San Antonio,USA,TX,-2639,Bexar,29.3679,-98.38334,2023
Worldwide Equipment of Knoxville,37912,Knoxville,USA,TN,0,Knox,36.00849,-83.98465,2023
Smith Power Products Inc.,84104,Salt Lake City,USA,UT,0,Salt Lake,40.74846,-111.98286,2023
Smith Power Products Inc.,83705,Boise,USA,ID,0,Ada,43.55609,-116.22002,2023
Kriete Truck Center - Racine,53126,Franksville,USA,WI,0,Racine,42.78848,-87.9966,2023
"Burr Truck & Trailer Sales, Inc.",13850,Vestal,USA,NY,8717,Broome,42.04873,-76.02663,2023
FleetPride,39218,Richland,USA,MS,0,Rankin,32.22825,-90.15857,2023
Velocity Truck Center - Charleston,29486,Summerville,USA,SC,0,Dorchester,33.10744,-80.1458,2023
Houston Freightliner West,77055,Houston,USA,TX,-3738,Harris,29.79757,-95.4928,2023
Premier Truck of Tulsa,74107,Tulsa,USA,OK,11517,Tulsa,36.10737,-96.04095,2023
A-1 Truck Parts - Alma,48801,Alma,USA,MI,1245,Gratiot,43.37871,-84.67667,2023
A-1 Truck Parts - Bad Axe,48413,Bad Axe,USA,MI,0,Huron,43.80231,-82.99663,2023
A-1 Truck Parts - Muskegon,49444,Muskegon,USA,MI,0,Muskegon,43.17671,-86.19892,2023
Auto Value of Middlebelt,48174,Romulus,USA,MI,2644,Wayne,42.20862,-83.35413,2023
FleetPride,44502,Youngstown,USA,OH,0,Mahoning,41.08365,-80.64253,2023
Empire Truck Sales LLC,39218,Richland,USA,MS,0,Rankin,32.22825,-90.15857,2023
Empire Truck Sales LLC,71202,Monroe,USA,LA,0,Ouachita,32.39549,-92.05663,2023
Empire Truck Sales LLC,32435,Defuniak Springs,USA,FL,0,Walton,30.65367,-86.11597,2023
Premier Truck Group of Fort Worth,76106,Fort Worth,USA,TX,0,Tarrant,32.81417,-97.35209,2023
Empire Truck Sales LLC,32534,Pensacola,USA,FL,7402,Escambia,30.53276,-87.28374,2023
DPF Alternatives- Pacific,98001,Auburn,USA,WA,51038,King,47.30919,-122.26426,2023
Coast Counties Truck & Equipment Company,94577,San Leandro,USA,CA,0,Alameda,37.71595,-122.16615,2023
Coast Counties Truck & Equipment Company,95492,Windsor,USA,CA,0,Sonoma,38.53052,-122.81254,2023
Coast Counties Truck & Equipment Company,95501,Eureka,USA,CA,0,Humboldt,40.80435,-124.14034,2023
Coast Counties Truck & Equipment Company,93446,Paso Robles,USA,CA,0,San Luis Obispo,35.65861,-120.71888,2023
Coast Counties Truck & Equipment Company,95688,Vacaville,USA,CA,0,Solano,38.41901,-122.02571,2023
Michigan CAT - Novi,48375,Novi,USA,MI,0,Oakland,42.46537,-83.46385,2023
Michigan CAT - Grand Rapids,49548,Grand Rapids,USA,MI,0,Kent,42.86795,-85.66273,2023
Michagan CAT - Kalamazoo,49002,Portage,USA,MI,0,Kalamazoo,42.19867,-85.55906,2023
Michigan CAT - Kalkaska,49646,Kalkaska,USA,MI,0,Kalkaska,44.72727,-85.04926,2023
Michigan CAT - Lansing,48917,Lansing,USA,MI,0,Ingham,42.72509,-84.63897,2023
Michigan CAT - Macomb,48315,Shelby Township,USA,MI,14893,Macomb,42.67254,-82.9963,2023
Michigan CAT - Metro South,48183,Brownstown Township,USA,MI,0,Wayne,42.1361,-83.22045,2023
Michigan CAT - Saginaw,48601,Saginaw,USA,MI,6835,Saginaw,43.40096,-83.8952,2023
"Gordon Truck Centers, Inc.",98047,Pacific,USA,WA,0,King,47.26079,-122.24822,2023
Peterson Trucks Inc.,94577,San Leandro,USA,CA,0,Alameda,37.71595,-122.16615,2023
Kenworth of South Louisiana,70359,Gray,USA,LA,0,Terrebonne,29.68649,-90.77859,2023
Kenworth of Louisiana,70359,Gray,USA,LA,0,Terrebonne,29.68649,-90.77859,2023
Kenworth of Louisiana,70123,Harahan,USA,LA,0,Jefferson,29.951,-90.20501,2023
Kenworth of Louisiana,70767,Port Allen,USA,LA,3329,West Baton Rouge,30.47737,-91.32787,2023
Kenworth of La Carencro,70520,Carencro,USA,LA,2595,Lafayette,30.33265,-92.03619,2023
Kenworth of Louisiana,70615,Lake Charles,USA,LA,0,Calcasieu,30.25609,-93.12346,2023
Kenworth of Louisiana,71129,Shreveport,USA,LA,0,Caddo,32.38697,-93.92685,2023
Kenworth of Louisiana,71201,Monroe,USA,LA,0,Ouachita,32.53915,-92.1069,2023
Vander Haag's Inc. - Spencer,51301,Spencer,USA,IA,0,Clay,43.15314,-95.14973,2023
FleetPride - Pittsburgh,15201,Pittsburgh,USA,PA,5392,Allegheny,40.47565,-79.95389,2023
FleetPride - Portersville,16051,Portersville,USA,PA,0,Butler,40.94459,-80.14152,2023
Independent Radiator Service Corp,87104,Albuquerque,USA,NM,0,Bernalillo,35.10278,-106.67492,2023
Kal Partz,92335,Fontana,USA,CA,0,San Bernardino,34.08733,-117.46519,2023
Kal Partz,30354,Atlanta,USA,GA,0,Fulton,33.66058,-84.38609,2023
"Calligan Transportation Services, Inc.",99212,Spokane Valley,USA,WA,0,Spokane,47.66504,-117.30914,2023
FleetPride,80022,Commerce City,USA,CO,0,Adams,39.86448,-104.78868,2023
Action Truck Parts,60608,Chicago,USA,IL,0,Cook,41.84887,-87.67139,2023
FleetPride,27529,Garner,USA,NC,0,Wake,35.65048,-78.58167,2023
Velocity Truck Centers - Las Vegas,89081,North Las Vegas,USA,NV,0,Clark,36.2586,-115.10703,2023
Doggett Freightliner - Round Rock,78665,Round Rock,USA,TX,0,Williamson,30.55038,-97.63681,2023
Allegiance Trucks,04401,Hermon,USA,ME,1050,Penobscot,44.84711,-68.84654,2023
TNT Parts,32824,Orlando,USA,FL,0,Orange,28.38991,-81.34471,2023
Rocky Mountain Parts Specialists,84104,Salt Lake City,USA,UT,0,Salt Lake,40.74846,-111.98286,2023
Lonestar Freightliner Group,71730,El Dorado,USA,AR,0,Union,33.20303,-92.63458,2023
JX Truck Center,49735,Gaylord,USA,MI,1040,Otsego,44.99576,-84.67117,2023
TNT Parts,31408,Garden City,USA,GA,488,Chatham,32.11164,-81.18158,2023
Premier Truck Group,84120,West Valley City,USA,UT,-322,Salt Lake,40.69686,-112.00178,2023
Rush Truck Center,65301,Sedalia,USA,MO,0,Pettis,38.69922,-93.22104,2023
Kleen Exhaust Delaware LLC,19963,Milford,USA,DE,13412,Sussex,38.93347,-75.37799,2023
Kleen Exhaust Waycross,31503,Waycross,USA,GA,5660,Ware,31.17687,-82.40173,2023
DPF Alternatives Mississippi LLC,39168,Taylorsville,USA,MS,0,Smith,31.82994,-89.40974,2023
"TruckPro, LLC",29605,Greenville,USA,SC,68666,Greenville,34.77693,-82.38064,2023
Fleetpride,19020,Bensalem,USA,PA,0,Bucks,40.10453,-74.93853,2023
Rocky Mountain Parts Specialists,83605,Caldwell,USA,ID,0,Canyon,43.66442,-116.65171,2023
Rocky Mountain Parts Specialists,84663,Springville,USA,UT,0,Utah,40.19266,-111.48917,2023
Rocky Mountain Parts Specialists,59101,Billings,USA,MT,0,Yellowstone,45.63013,-108.36445,2023
Rocky Mountain Parts Specialists,97217,Portland,USA,OR,0,Multnomah,45.59686,-122.69717,2023
Rocky Mountain Parts Specialists,97015,Clackamas,USA,OR,0,Clackamas,45.41477,-122.53767,2023
Rocky Mountain Parts Specialists,84078,Naples,USA,UT,0,Uintah,40.46403,-109.5084,2023
Rocky Mountain Parts Specialists,83338,Jerome,USA,ID,0,Jerome,42.72501,-114.43273,2023
Rocky Mountain Parts Specialists,84404,Marriott-Slaterville,USA,UT,0,Weber,41.27198,-112.11705,2023
Rocky Mountain Parts Specialists,59808,Missoula,USA,MT,0,Missoula,46.97984,-114.064,2023
Rocky Mountain Parts Specialists,97535,Phoenix,USA,OR,0,Jackson,42.26799,-122.81238,2023
Rocky Mountain Parts Specialists,98532,Chehalis,USA,WA,0,Lewis,46.63628,-123.03444,2023
Rocky Mountain Parts Specialists,84780,Washington,USA,UT,0,Washington,37.12798,-113.48108,2023
Rocky Mountain Parts Specialists,83336,Heyburn,USA,ID,0,Minidoka,42.5626,-113.81699,2023
Rocky Mountain Parts Specialists,84654,Salina,USA,UT,0,Sevier,38.89144,-111.64442,2023
Rocky Mountain Parts Specialists,59912,Columbia Falls,USA,MT,0,Flathead,48.43879,-114.16898,2023
Rocky Mountain Parts Specialists,97478,Springfield,USA,OR,0,Lane,44.08781,-122.84478,2023
Rocky Mountain Parts Specialists,97301,Salem,USA,OR,0,Marion,44.94948,-123.00439,2023
Rocky Mountain Parts Specialists,83402,Idaho Falls,USA,ID,0,Bonneville,43.53011,-112.16786,2023
Rocky Mountain Parts Specialists,81521,Fruita,USA,CO,0,Mesa,39.12529,-108.85049,2023
Rocky Mountain Parts Specialists,97914,Ontario,USA,OR,0,Malheur,44.11085,-117.07383,2023
Rocky Mountain Parts Specialists,84043,Lehi,USA,UT,0,Utah,40.41209,-111.87377,2023
Rocky Mountain Parts Specialists,98626,Kelso,USA,WA,0,Cowlitz,46.15317,-122.78564,2023
Rocky Mountain Parts Specialists,83440,Rexburg,USA,ID,0,Madison,43.81092,-111.80779,2023
Rocky Mountain Parts Specialists,83716,Boise,USA,ID,0,Ada,43.67271,-115.6548,2023
Rocky Mountain Parts Specialists,89801,Elko,USA,NV,0,Elko,41.18096,-115.76076,2023
Rocky Mountain Parts Specialists,83201,Pocatello,USA,ID,0,Bannock,42.88949,-112.38324,2023
Rocky Mountain Parts Specialists,82930,Evanston,USA,WY,0,Uinta,40.98028,-110.5964,2023
Rocky Mountain Parts Specialists,97217,Portland,USA,OR,0,Multnomah,45.59686,-122.69717,2023
Fleetpride,77905,Victoria,USA,TX,993,Victoria,28.72789,-97.0508,2023
Premier Truck Group,79702,Midland,USA,TX,7395,Midland,31.9973662,-102.077948,2023
Blaine Brothers- St. Paul,55114,St. Paul,USA,MN,51942,Ramsey,44.9662,-93.19407,2023
TRP - OREM,84057,Orem,USA,UT,0,Utah,40.31427,-111.70948,2023
Fleetpride,40511,Lexington,USA,KY,0,Fayette,38.13278,-84.47392,2023
Kenworth Sales - Ogden,84401,West Haven,USA,UT,0,Weber,41.21962,-112.03352,2023
"The Peterbilt Store CT, LLC",06473,North Haven,USA,CT,0,New Haven,41.38069,-72.85598,2023
Premier Truck Group,79118,Amarillo,USA,TX,0,Potter,35.10103,-101.74863,2023
Rush Enterprises - North Little Rock,72117,North Little Rock,USA,AR,-2915,Pulaski,34.78076,-92.14548,2023
Wheelco,57107,Sioux Falls,USA,SD,0,Minnehaha,43.59468,-96.81962,2023
Freightliner Northwest,97838,Hermiston,USA,OR,0,Umatilla,45.85266,-119.28878,2023
FleetPride,72903,Fort Smith,USA,AR,178,Sebastian,35.35241,-94.36042,2023
MHC Kenworth- South Fort Worth,76009,Alvarado,USA,TX,0,Johnson,32.41635,-97.20115,2023
Filter Service and Supply,92251,Imperial,USA,CA,41153,Imperial,32.87129,-115.71804,2023
Fleetpride,48601,Saginaw,USA,MI,0,Saginaw,43.40096,-83.8952,2023
Bergey's Truck Centers,18969,Telford,USA,PA,98789,Bucks,40.32644,-75.37239,2023
Fleetpride,33634,Tampa,USA,FL,1907,Hillsborough,28.00769,-82.54614,2023
"Rush Enterprises, Inc.",66607,Topeka,USA,KS,0,Shawnee,39.0422,-95.63502,2023
FleetPride,01453,Leominster,USA,MA,-1928,Worcester,42.51961,-71.76583,2023
"DPF Guys, LLC",54307,Green Bay,USA,WI,0,Brown,44.47049,-88.0366,2023
"DPF Guys, LLC",30349,Atlanta,USA,GA,109341,Fulton,33.62346,-84.52591,2023
Velocity Truck & Trailer,27604,Raleigh,USA,NC,0,Wake,35.82011,-78.56369,2023
"CRW Parts, Inc.",21237,Baltimore,USA,MD,82777,Baltimore,39.33938,-76.49456,2023
FleetPride,84790,St George,USA,UT,2232,Washington,37.04615,-113.55738,2023
Doggett Freightliner,78610,Buda,USA,TX,123,Hays,30.07962,-97.84047,2023
"Western Peterbilt, LLC",98390,Sumner,USA,WA,0,Pierce,47.21195,-122.22894,2023
FleetPride,79102,Amarillo,USA,TX,0,Potter,35.19948,-101.84661,2023
FleetPride,89431,Sparks,USA,NV,0,Washoe,39.53865,-119.75005,2023
FleetPride,97217,Portland,USA,OR,0,Multnomah,45.59686,-122.69717,2023
FleetPride,74601,Ponca City,USA,OK,0,Kay,36.70436,-97.14604,2023
FleetPride,87102,Albuquerque,USA,NM,0,Bernalillo,35.08116,-106.64636,2023
"Rush Truck Center, Colorado",80907,Colorado Springs,USA,CO,0,El Paso,38.87912,-104.82137,2023
FleetPride,48393,Wixom,USA,MI,2045,Oakland,42.52123,-83.54532,2023
Raney's LLC,34478,Ocala,USA,FL,120232,Marion,29.18931,-82.137787,2023
Raney's LLC,34475,Ocala,USA,FL,7710,Marion,29.25282,-82.16065,2023
Vanguard Truck Center of NC LLC,27409,Greensboro,USA,NC,0,Guilford,36.09242,-79.94431,2023
Vanguard Truck Center of NC LLC,28206,Charlotte,USA,NC,0,Mecklenburg,35.25631,-80.82144,2023
Poison Creek Inc DBA Napa Montana,59771,Bozeman,USA,MT,303,Gallatin,45.6794293,-111.044047,2023
Poison Creek Inc DBA Napa Montana,59404,Great Falls,USA,MT,0,Cascade,47.63197,-111.34807,2023
American Radworx LLC,35179,Vinemont,USA,AL,875,Cullman,34.27004,-86.96847,2023
American Radworx LLC,35179,Vinemont,USA,AL,31940,Cullman,34.27004,-86.96847,2023
Fleetpride,14770,Portville,USA,NY,0,Cattaraugus,42.0468,-78.29963,2023
Houston Freightliner,75901,Lufkin,USA,TX,0,Angelina,31.30264,-94.65481,2023
Nextran,30096,Duluth,USA,GA,0,Gwinnett,33.97691,-84.14791,2023
Fleet Ready Corp,03051,Hudson,USA,NH,3193,Hillsborough,42.76394,-71.40716,2023
Beaumont Freightliner,77705,Beaumont,USA,TX,1906,Jefferson,29.90652,-94.16961,2023
Yancey Bros. Co,31503,Waycross,USA,GA,0,Ware,31.17687,-82.40173,2023
FleetPride,75247,Dallas,USA,TX,925,Dallas,32.81417,-96.87803,2023
FleetPride,67209,Wichita,USA,KS,748,Sedgwick,37.6639,-97.43463,2023
Inland Kenworth - Kingman,86413,Kingman,USA,AZ,0,Mohave,35.16995,-114.25695,2023
Fleetpride,12901,Plattsburgh,USA,NY,1654,Clinton,44.70842,-73.47465,2023
Industrial Injection Service,84115,Salt Lake City,USA,UT,0,Salt Lake,40.71467,-111.89266,2023
FleetPride,20601,Waldorf,USA,MD,1124,Charles,38.61863,-76.85715,2023
White's International Trucks,27419,Greensboro,USA,NC,950,Guilford,36.0726355,-79.7919754,2023
White's International Trucks,27409,Greensboro,USA,NC,22063,Guilford,36.09242,-79.94431,2023
The DPF Company USA Inc,37917,Knoxville,USA,TN,24164,Knox,36.00156,-83.91265,2023
FleetPride,87401,Farmington,USA,NM,3451,San Juan,36.73824,-108.18377,2023
The Pete Store- Shrewbury,01545,Shrewsbury,USA,MA,9851,Worcester,42.28419,-71.71558,2023
