Company,ZIP,City,Country,State,Sales,County,latitude,longitude,Year
Universal Fleet Supply,91761,Ontario,USA,CA,188,San Bernardino,34.03541,-117.5915,2023
RDO Truck Centers - Bismarck,58504,Bismarck,USA,ND,3400,Burleigh,46.7273,-100.6808,2023
Gulf Coast Mack,36769,Pine Hill,USA,AL,0,Wilcox,31.99306,-87.55049,2023
Kriete Truck Center Sheboygan,53081,Sheboygan,USA,WI,0,Sheboygan,43.71343,-87.73725,2023
"Kansas Powertrain & Equipment, LLC",66608,Topeka,USA,KS,-741,Shawnee,39.07984,-95.66708,2023
Fleet Express,33142,Miami,USA,FL,0,Miami-Dade,25.80665,-80.25517,2023
"Advanced Emission Control Solutions, LP",93725,Fresno,USA,CA,10038,Fresno,36.62667,-119.73501,2023
"Old River of New Orleans, LLC",70517,Breaux Bridge,USA,LA,20376,St. Martin,30.28421,-91.79615,2023
"Baltimore Mack Trucks, Inc.",21090,Linthicum,USA,MD,0,Anne Arundel,39.20919,-76.66796,2023
Industrial Radiator & DPF Services of Co,80002,Arvada,USA,CO,0,Jefferson,39.79405,-105.10845,2023
Stone Truck Parts,27235,Colfax,USA,NC,0,Guilford,36.09734,-80.00871,2023
Motor Power Equipment Co.,82601,Casper,USA,WY,0,Natrona,43.0655,-106.34618,2023
"Ozark Kenworth, Inc.",65803,Springfield,USA,MO,0,Greene,37.28464,-93.29036,2023
La Cima Inc. DBA Trucknation,77029,Houston,USA,TX,0,Harris,29.76382,-95.26326,2023
"DPF Groen NM1, LLC",87499,Farmington,USA,NM,0,San Juan,36.32165,-108.24657,2023
"DPF Groen NM1, LLC",87401,Farmington,USA,NM,0,San Juan,36.73824,-108.18377,2023
Gateway Industrial Power,62234,Collinsville,USA,IL,16934,Madison,38.68214,-89.9815,2023
Gateway Industrial Power,60458,Justice,USA,IL,53193,Cook,41.74892,-87.83484,2023
Kenworth of Jacksonville,32254,Jacksonville,USA,FL,2878,Duval,30.34164,-81.73549,2023
Zomer Trucks,59425,Conrad,USA,MT,0,Pondera,48.18641,-111.88738,2023
National Fleet Management,27703,Durham,USA,NC,0,Durham,35.96299,-78.80452,2023
McCandless Truck Center,81008,Pueblo,USA,CO,0,Pueblo,38.40765,-104.59354,2023
Gateway Industrial Power,53154,Oak Creek,USA,WI,0,Milwaukee,42.8803,-87.90092,2023
Gabrielli Truck Sales,11434,Jamaica,USA,NY,7833,Queens,40.67683,-73.77623,2023
A-1 Truck Parts - Pontiac,48342,Pontiac,USA,MI,5444,Oakland,42.64389,-83.27591,2023
Diesel Depot,83210,Aberdeen,USA,ID,0,Bingham,43.02069,-112.86048,2023
"FYDA Freightliner Cincinnati, Inc.",45241,Cincinnati,USA,OH,-5900,Hamilton,39.27659,-84.40175,2023
Nextran Truck Center - Jacksonville,32209,Jacksonville,USA,FL,0,Duval,30.36141,-81.69573,2023
"Tec Equipment, Inc.",68138,Omaha,USA,NE,26999,Douglas,41.15661,-96.13891,2023
"South Central Diesel, Inc.",68949,Holdrege,USA,NE,0,Phelps,40.43193,-99.39481,2023
McCandless Truck Center,80907,Colorado Springs,USA,CO,2315,El Paso,38.87912,-104.82137,2023
"TEC Equipment, Inc. DBA TEC Las Vegas",89030,Las Vegas,USA,NV,2389,Clark,36.21235,-115.12313,2023
"Interstate Truck Source, Inc.",48601,Saginaw,USA,MI,48553,Saginaw,43.40096,-83.8952,2023
RDO Truck Centers - Lincoln,68528,Lincoln,USA,NE,19679,Lancaster,40.82244,-96.81762,2023
Gabrielli Truck Sales,11763,Medford,USA,NY,0,Suffolk,40.82529,-72.98245,2023
Kenworth of South Louisiana,70767,Port Allen,USA,LA,14258,West Baton Rouge,30.47737,-91.32787,2023
H & M Repair,75180,Balch Springs,USA,TX,0,Dallas,32.71937,-96.61841,2023
Blaine Brothers - Clearwater,55320,Clearwater,USA,MN,0,Wright,45.39613,-94.08366,2023
Kenworth Sales - Missoula,59808,Missoula,USA,MT,0,Missoula,46.97984,-114.064,2023
"Colorado Kenworth, Inc.",80216,Denver,USA,CO,744,Denver,39.78659,-104.96187,2023
Newco Truck Parts,68127,Omaha,USA,NE,0,Douglas,41.2061,-96.05245,2023
The Pete Store - Greenville,29334,Duncan,USA,SC,2285,Spartanburg,34.90372,-82.12526,2023
Kenworth Sales Company - Corporate,84119,West Valley City,USA,UT,17427,Salt Lake,40.70289,-111.94591,2023
RDO Truck Centers - Fargo,58104,Fargo,USA,ND,-180,Cass,46.79371,-96.83838,2023
Doggett Freightliner,72762,Springdale,USA,AR,0,Washington,36.18747,-94.22794,2023
Worldwide Equipment of TN,37708,Bean Station,USA,TN,0,Grainger,36.32312,-83.33588,2023
"S & S Truck Parts, LLC",60193,schaumburg,USA,IL,0,Cook,42.01195,-88.09552,2023
D & W Diesel - Binghamton Branch,13904,Binghamton,USA,NY,0,Broome,42.13072,-75.81587,2023
Brechbuhler Truck Sales,44706,Canton,USA,OH,0,Stark,40.75382,-81.4198,2023
Performance Truck,77701,Beaumont,USA,TX,0,Jefferson,30.07321,-94.10579,2023
Performance Truck,77808,Bryan,USA,TX,17198,Brazos,30.78965,-96.31362,2023
Allstate Parts of Glencoe,55336,Glencoe,USA,MN,0,McLeod,44.76627,-94.17803,2023
Allentown Mack Sales & Service,18104,Allentown,USA,PA,36720,Lehigh,40.61122,-75.54699,2023
Bruckner's Truck & Equipment,88240,Hobbs,USA,NM,0,Lea,32.67285,-103.43454,2023
"Bruckner Truck Sales, Inc.",79120,Amarillo,USA,TX,949,Potter,35.2072185,-101.833824,2023
Bruckner's Truck & Equipment,67601,Hays,USA,KS,0,Ellis,38.873,-99.34032,2023
Allentown Mack Sales & Service,15233,Pittsburgh,USA,PA,0,Allegheny,40.45985,-80.03387,2023
RDO Truck Centers - Dickinson,58601,Dickinson,USA,ND,0,Stark,46.90964,-102.82766,2023
RDO Truck Centers - Grand Forks,58203,Grand Forks,USA,ND,0,Grand Forks,47.97181,-97.15425,2023
Bergey's Truck Center,08691,Trenton,USA,NJ,-324,Mercer,40.20953,-74.59919,2023
"Jackson Truck Service, Inc.",48917,Lansing,USA,MI,6767,Ingham,42.72509,-84.63897,2023
Gabrielli Truck Sales - RidgeField Park,07660,Ridgefield Park,USA,NJ,0,Bergen,40.85434,-74.02013,2023
Allstate Parts of Rice Lake,54868,Rice Lake,USA,MN,1425,St. Louis,45.52723,-91.70977,2023
Allstate Peterbilt of Jamestown,58401,Jamestown,USA,ND,51,Stutsman,46.88145,-98.76883,2023
Allstate Peterbilt of Tomah,54660,Tomah,USA,WI,4194,Monroe,43.98525,-90.50496,2023
"Cambria Automotive Companies, Inc.",08817,Edison,USA,NJ,12191,Middlesex,40.51559,-74.3939,2023
"Truck Sales & Service, Inc.",44857,Norwalk,USA,OH,7479,Huron,41.21785,-82.58212,2023
"Ballard Mack Sales and Service, Inc.",01089,West Springfield,USA,MA,22258,Hampden,42.12532,-72.65025,2023
"Longhorn International Trucks, Ltd.",78728,Austin,USA,TX,-180,Travis,30.45537,-97.68948,2023
"D & W Diesel, Inc. - Philadelphia Branch",08080,Sewell,USA,NJ,76025,Gloucester,39.75714,-75.11801,2023
"DPF Services, LLC",22408,Fredericksburg,USA,VA,106029,Spotsylvania,38.21916,-77.44013,2023
"Gabrielli Truck Sales, LTD",11801,Hicksville,USA,NY,14381,Nassau,40.76256,-73.52383,2023
"GRB Materials, LLC",70058,Harvey,USA,LA,5165,Jefferson,29.8701,-90.06708,2023
"FSX Equipment, Inc.",98252,Granite Falls,USA,WA,0,Snohomish,48.06173,-121.70939,2023
"FSX Equipment, Inc.",98252,Granite Falls,USA,WA,9275,Snohomish,48.06173,-121.70939,2023
South Texas Truck Centers,78408,Corpus Christi,USA,TX,1036,Nueces,27.80081,-97.44339,2023
"South Texas Truck Centers, LLC",78577,Pharr,USA,TX,7778,Hidalgo,26.1665,-98.19082,2023
Performance Truck,77028,Houston,USA,TX,3030,Harris,29.82471,-95.28668,2023
"Sadler Power Train, Inc.",52404,Cedar Rapids,USA,IA,0,Linn,41.92153,-91.69077,2023
"Sadler Power Train, Inc.",52806,Davenport,USA,IA,0,Scott,41.58918,-90.62553,2023
"Sadler Power Train, Inc.",50703,Waterloo,USA,IA,0,Black Hawk,42.54817,-92.28195,2023
"Sadler Power Train, Inc.",52001,Dubuque,USA,IA,0,Dubuque,42.54819,-90.69348,2023
Allstate Peterbilt of La Crosse,54669,West Salem,USA,WI,0,La Crosse,43.91171,-91.09046,2023
Allstate Peterbilt of Rapid City,57719,Box Elder,USA,SD,4960,Pennington,44.23059,-102.98312,2023
Allstate Peterbilt of Rochester,55976,Stewartville,USA,MN,17188,Olmsted,43.86378,-92.48394,2023
Performance Truck,78610,Buda,USA,TX,6325,Hays,30.07962,-97.84047,2023
TLG Peterbilt - Mid-America,63366,O'Fallon,USA,MO,0,St. Charles,38.85918,-90.71964,2023
TLG Peterbilt - Joplin,64804,Joplin,USA,MO,0,Jasper,37.01955,-94.51137,2023
"Kirk's Automotive, Inc.",48204,Detroit,USA,MI,74795,Wayne,42.36582,-83.14286,2023
"M & K Quality Truck Sales of Alsip, LLC",60802,Alsip,USA,IL,21973,Cook,41.668922,-87.738663,2023
Doggett Freightliner,72117,North Little Rock,USA,AR,0,Pulaski,34.78076,-92.14548,2023
Gabrielli Truck Sales,10475,Bronx,USA,NY,1350,Bronx,40.87528,-73.82702,2023
Doggett Freightliner,78045,Laredo,USA,TX,0,Webb,27.83197,-99.65963,2023
FYDA Freightliner Western Star N Kentuck,41094,Walton,USA,KY,0,Boone,38.88213,-84.62292,2023
"Rush Enterprises, Inc. (USA)",78265,San Antonio,USA,TX,-1734,Bexar,29.4246002,-98.4951405,2023
Rush Enterprises,78130,New Braunfels,USA,TX,2115,Comal,29.69224,-98.06877,2023
Rush Enterprises,45241,Cincinnati,USA,OH,0,Hamilton,39.27659,-84.40175,2023
Patterson Truck Parts & Equipment,35010,Alexander City,USA,AL,0,Tallapoosa,32.91433,-85.93816,2023
"Lakeside International Trucks, LLC",53225,Milwaukee,USA,WI,0,Milwaukee,43.11443,-88.042,2023
Lakeside International - Milwaukee,53225,Milwaukee,USA,WI,8809,Milwaukee,43.11443,-88.042,2023
Lakeside International - Racine,53177,Sturtevant,USA,WI,13289,Racine,42.70047,-87.93474,2023
Lakeside International - West Bend,53090,West Bend,USA,WI,7736,Washington,43.45685,-88.17985,2023
Lakeside International - Random Lake,53083,Sheboygan,USA,WI,2320,Sheboygan,43.81511,-87.77108,2023
Lakeside International - Janesville,53545,Janesville,USA,WI,0,Rock,42.73113,-89.03613,2023
Lakeside International - Rockford,61109,Rockford,USA,IL,990,Winnebago,42.1924,-89.05392,2023
Lakeside International - Madison,53704,Madison,USA,WI,1906,Dane,43.13633,-89.34684,2023
Lakeside International - Monroe,53566,Monroe,USA,WI,0,Green,42.60912,-89.64817,2023
Lakeside International - Warehouse,53218,Milwaukee,USA,WI,9608,Milwaukee,43.11469,-87.99301,2023
"Bangor Truck & Trailer Sales, Inc.",04401,Hermon,USA,ME,7232,Penobscot,44.84711,-68.84654,2023
Profleet Heavy Duty,43223,Columbus,USA,OH,10594,Franklin,39.92636,-83.03395,2023
Rush Enterprises of North Little Rock,72117,North Little Rock,USA,AR,2980,Pulaski,34.78076,-92.14548,2023
Holt Truck Centers,74401,Muskogee,USA,OK,0,Muskogee,35.72304,-95.45431,2023
Summit Truck Group,71602,Pine Bluff,USA,AR,0,Jefferson,34.27463,-92.13302,2023
Nextran Corporation,32304,Tallahassee,USA,FL,0,Leon,30.45346,-84.35314,2023
Motor Power Equipment Co.,59101,Billings,USA,MT,0,Yellowstone,45.63013,-108.36445,2023
Motor Power Equipment Co.,59403,Great Falls,USA,MT,1000,Cascade,47.5048851,-111.29189,2023
"M & K Quality Truck Sales of Summit, LLC",60501,Summit,USA,IL,0,Cook,41.77979,-87.82393,2023
Performance Truck,77521,Baytown,USA,TX,0,Harris,29.81298,-94.96233,2023
Performance Truck,77328,Cleveland,USA,TX,0,Liberty,30.40767,-95.18888,2023
FleetPride Truck & Trailer Parts,21224,Baltimore,USA,MD,1124,Baltimore,39.28309,-76.54088,2023
Matheny Motor Truck Company,25143,Nitro,USA,WV,0,Kanawha,38.42001,-81.82414,2023
CIT Trucks - Mokena,60448,Mokena,USA,IL,0,Will,41.53821,-87.89396,2023
Wastebuilt - HQ,60440,Bolingbrook,USA,IL,13680,Will,41.70125,-88.07572,2023
Northeast Truck & Trailer - HQ,71202,Monroe,USA,LA,0,Ouachita,32.39549,-92.05663,2023
Diesel Emissions Service,96001,Redding,USA,CA,0,Shasta,40.57731,-122.45443,2023
FleetPride Truck & Trailer Parts,13204,Syracuse,USA,NY,2450,Onondaga,43.05204,-76.17666,2023
FleetPride Truck & Trailer Parts,48185,Westland,USA,MI,4195,Wayne,42.33579,-83.38458,2023
FleetPride Truck & Trailer Parts,02061,Norwell,USA,MA,1033,Plymouth,42.16075,-70.81772,2023
RDO Truck Centers - Norfolk,68701,Norfolk,USA,NE,0,Madison,42.02024,-97.44099,2023
JX Truck Center - Morton,61550,Morton,USA,IL,0,Tazewell,40.61054,-89.44049,2023
General Truck Sales of Toledo,43611,Toledo,USA,OH,1692,Lucas,41.70241,-83.49154,2023
FleetPride Truck & Trailer Parts,60106,Bensenville,USA,IL,0,DuPage,41.9611,-87.94194,2023
"Advantage Fleet, LLC",49404,Coopersville,USA,MI,5867,Ottawa,43.06602,-85.95129,2023
"On the Way Truck Parts, LLC",80216,Denver,USA,CO,0,Denver,39.78659,-104.96187,2023
"Tri-State Truck Center, Inc.",39218,Richland,USA,MS,27065,Rankin,32.22825,-90.15857,2023
Western Truck Parts & Equipment,95691,West Sacramento,USA,CA,0,Yolo,38.62394,-121.58272,2023
Western Truck Parts & Equipment,95215,Stockton,USA,CA,0,San Joaquin,37.9444,-121.15276,2023
"South Texas Truck Centers, LLC",78045,Laredo,USA,TX,0,Webb,27.83197,-99.65963,2023
McCandless Truck Center,82007,Cheyenne,USA,WY,0,Laramie,41.06231,-104.75591,2023
"Gabrielli Truck Sales, Ltd.",08810,Dayton,USA,NJ,0,Middlesex,40.37073,-74.49641,2023
"Utica Mack, Inc.",13403,Marcy,USA,NY,0,Oneida,43.17041,-75.27188,2023
"Truck Solutions, LLC",02896,North Smithfield,USA,RI,0,Providence,41.97285,-71.55027,2023
FleetPride Truck & Trailer Parts,15320,Carmichaels,USA,PA,238,Greene,39.87386,-79.99768,2023
"Tri-State Truck Center, Inc.",72404,Jonesboro,USA,AR,0,Craighead,35.77656,-90.78356,2023
"Bruckner Truck Sales, Inc.",72956,Van Buren,USA,AR,1242,Crawford,35.46895,-94.3489,2023
"Gabrielli Truck Sales, Ltd.",10475,Bronx,USA,NY,131,Bronx,40.87528,-73.82702,2023
FleetPride,48185,Westland,USA,MI,-1608,Wayne,42.33579,-83.38458,2023
DPF Services Consignment,22408,Fredericksburg,USA,VA,22304,Spotsylvania,38.21916,-77.44013,2023
Volvo & Mack Trucks of Waco,76643,Hewitt,USA,TX,0,McLennan,31.45011,-97.19732,2023
Volvo & Mack Trucks of Waco,76706,Robinson,USA,TX,2016,McLennan,31.465,-97.09131,2023
FleetPride,14225,Cheektowaga,USA,NY,0,Erie,42.92879,-78.752,2023
JX Truck Center - Appleton,54956,Neenah,USA,WI,0,Winnebago,44.18444,-88.52778,2023
Worldwide Equipment of GA,31707,Albany,USA,GA,9121,Dougherty,31.58736,-84.20689,2023
FleetPride,33178,Medley,USA,FL,3246,Miami-Dade,25.83578,-80.4213,2023
Martin's Peterbilt of West Virginia,25526,Hurricane,USA,WV,0,Putnam,38.3984,-81.98279,2023
"Interstate Truck Source, Inc.",48601,Saginaw,USA,MI,0,Saginaw,43.40096,-83.8952,2023
Donahue Trucks Inc.,93060,Santa Paula,USA,CA,0,Ventura,34.36543,-119.09563,2023
Watson Truck & Supply Inc.,88240,Hobbs,USA,NM,0,Lea,32.67285,-103.43454,2023
"Gainer Industries, Inc.",88240,Hobbs,USA,NM,0,Lea,32.67285,-103.43454,2023
Degel Truck Center,63104,St. Louis,USA,MO,8991,St. Louis,38.61078,-90.21276,2023
"Marini Diesel, Inc.",80022,Commerce City,USA,CO,4715,Adams,39.86448,-104.78868,2023
"Colby Welding & Radiator, Inc.",85007,Phoenix,USA,AZ,18512,Maricopa,33.44682,-112.09073,2023
"TranSource, Inc.",27235,Colfax,USA,NC,0,Guilford,36.09734,-80.00871,2023
"Lesher Mack Sales & Service, Inc.",17042,Lebanon,USA,PA,0,Lebanon,40.29488,-76.42271,2023
"FYDA Freightliner Pittsburgh, Inc.",15317,Canonsburg,USA,PA,1140,Washington,40.27105,-80.16535,2023
FleetPride,60527,Willowbrook,USA,IL,0,DuPage,41.74472,-87.93383,2023
Wastebuilt - Texas,75044,Garland,USA,TX,0,Dallas,32.96299,-96.6531,2023
Gateway Industrial Power,63044,Bridgeton,USA,MO,0,St. Louis,38.77455,-90.42825,2023
Bruckner's Truck & Equipment,73127,Oklahoma City,USA,OK,0,Oklahoma,35.47785,-97.64836,2023
Bruckner's Truck & Equipment,71119,Shreveport,USA,LA,0,Caddo,32.48542,-93.92296,2023
"Truck Sales & Service, Inc.",44663,New Philadelphia,USA,OH,0,Tuscarawas,40.46066,-81.44961,2023
FleetPride,97302,Salem,USA,OR,13731,Marion,44.90191,-123.06719,2023
Don Hart's - Consignment,77484,Waller,USA,TX,0,Waller,30.07924,-95.92812,2023
HLMF Logistics - Consignment,28134,Pineville,USA,NC,1568263,Mecklenburg,35.08364,-80.89125,2023
CIT Trucks - Central Warehouse,61761,Normal,USA,IL,0,McLean,40.52503,-88.95152,2023
Matheny Motor Truck Company,26150,Mineral Wells,USA,WV,-114,Wood,39.1566,-81.53697,2023
Houston Heavy Duty Truck & Trailer,77029,Houston,USA,TX,6251,Harris,29.76382,-95.26326,2023
Rush Enterprises - Joliet,60436,Joliet,USA,IL,0,Will,41.48973,-88.12392,2023
"Hudson County Motors, Inc.",07096,Secaucus,USA,NJ,26978,Hudson,40.778198,-74.067863,2023
"TranSource, Inc.",28301,Fayetteville,USA,NC,0,Cumberland,35.07442,-78.88376,2023
"Truckmax Hino of Miami, Inc.",33166,Miami,USA,FL,0,Miami-Dade,25.8253,-80.31049,2023
FleetPride,21701,Frederick,USA,MD,47,Frederick,39.44729,-77.33512,2023
FleetPride,37914,Knoxville,USA,TN,0,Knox,35.97988,-83.79937,2023
Rush Enterprises,92335,Fontana,USA,CA,-600,San Bernardino,34.08733,-117.46519,2023
Rush Enterprises - Nashville,37167,Smyrna,USA,TN,0,Rutherford,35.96325,-86.52922,2023
FleetPride,46225,Indianapolis,USA,IN,0,Marion,39.74062,-86.16294,2023
Rush Enterprises - San Antonio,78109,Converse,USA,TX,-400,Bexar,29.47977,-98.29295,2023
FleetPride,73127,Oklahoma City,USA,OK,0,Oklahoma,35.47785,-97.64836,2023
FleetPride,06114,Hartford,USA,CT,9469,Capitol,41.7394,-72.66949,2023
FleetPride,23224,Richmond,USA,VA,0,Richmond,37.4985,-77.46563,2023
FleetPride,33760,Clearwater,USA,FL,1359,Pinellas,27.90535,-82.71389,2023
"Transwest, Inc.",80601,Brighton,USA,CO,0,Adams,39.96288,-104.80777,2023
"Transwest, Inc.",80603,Brighton,USA,CO,0,Adams,39.9845,-104.74539,2023
FleetPride,30336,Atlanta,USA,GA,2319,Fulton,33.73718,-84.56768,2023
Bruckner's Truck & Equipment,79404,Lubbock,USA,TX,0,Lubbock,33.52651,-101.79856,2023
Houston Freightliner,77029,Houston,USA,TX,24401,Harris,29.76382,-95.26326,2023
Houston Discount Truck Parts,77029,Houston,USA,TX,3124,Harris,29.76382,-95.26326,2023
Holt Truck Centers - Pflugerville,78660,Pflugerville,USA,TX,0,Travis,30.44361,-97.59558,2023
"Blueline Truck & Trailer Parts, Inc.",95824,Sacramento,USA,CA,3352,Sacramento,38.51746,-121.44147,2023
"Bruckner Truck Sales, Inc.",72745,Lowell,USA,AR,0,Benton,36.2477,-94.10046,2023
Nextran Truck Center - Macon,31206,Macon,USA,GA,-200,Bibb,32.79383,-83.6832,2023
MCleod Truck Parts,35453,Cottondale,USA,AL,0,Tuscaloosa,33.16176,-87.387,2023
"Hans' Truck & Trailer Repair, Inc.",44125,Cleveland,USA,OH,3650,Cuyahoga,41.40658,-81.61548,2023
"Crossroads Trailer Sales & Service, Inc.",80642,Hudson,USA,CO,5640,Weld,40.05353,-104.61565,2023
"Kenworth of Cincinnati, Inc.",45241,Cincinnati,USA,OH,2365,Hamilton,39.27659,-84.40175,2023
Big Rig Chrome Shop,54904,Oshkosh,USA,WI,37430,Winnebago,44.02346,-88.62592,2023
FleetPride,20151,Chantilly,USA,VA,0,Fairfax,38.89583,-77.44453,2023
"R&H Truck and Trailer Sales, Inc.",47591,Vincennes,USA,IN,0,Knox,38.62136,-87.50594,2023
East Texas Truck Center,77523,Baytown,USA,TX,1209,Harris,29.77598,-94.8632,2023
Hutchin's Motors Inc.,04103,Portland,USA,ME,0,Cumberland,43.69392,-70.2909,2023
Allied Freightliner,25530,Kenova,USA,WV,0,Wayne,38.35629,-82.56337,2023
Matheny Motor Truck Company,25801,Beckley,USA,WV,0,Raleigh,37.83805,-81.27017,2023
FleetServ,92408,San Bernardino,USA,CA,22733,San Bernardino,34.0845,-117.2653,2023
"Reliable Industries, Inc.",70123,Harahan,USA,LA,0,Jefferson,29.951,-90.20501,2023
DPF Alternatives- Phoenix,85009,Phoenix,USA,AZ,13805,Maricopa,33.44457,-112.12661,2023
Eastern Truck & Trailer,43113,Circleville,USA,OH,0,Pickaway,39.59114,-82.96192,2023
"Milea Truck Sales, Corp.",10455,Bronx,USA,NY,0,Bronx,40.8148,-73.90862,2023
Kenworth of Indianapolis East,46229,Indianapolis,USA,IN,0,Marion,39.78852,-85.978,2023
Kenworth of Evansville,47725,Evansville,USA,IN,0,Vanderburgh,38.10721,-87.52855,2023
Kenworth of Indianapolis West,46241,Indianapolis,USA,IN,0,Marion,39.72389,-86.26842,2023
"Kriete Truck Center, Inc.",53714,Madison,USA,WI,-9803,Dane,43.09884,-89.31287,2023
CIT Trucks - Champaign,61822,Champaign,USA,IL,2877,Champaign,40.13693,-88.30453,2023
"Rush Truck Centers of Arizona, Inc.",85353,Tolleson,USA,AZ,0,Maricopa,33.41721,-112.27283,2023
"Opperman & Son, Inc.",95448,Healdsburg,USA,CA,0,Sonoma,38.62309,-122.89089,2023
Rush Enterprises - Lubbock,79404,Lubbock,USA,TX,1215,Lubbock,33.52651,-101.79856,2023
Rush Enterprises - Cincinnati,45241,Cincinnati,USA,OH,4987,Hamilton,39.27659,-84.40175,2023
Lonestar Freightliner Group,75569,Nash,USA,TX,0,Bowie,33.44127,-94.12292,2023
FleetPride,31206,Macon,USA,GA,0,Bibb,32.79383,-83.6832,2023
"Rodriguez Distribution, Inc.",07102,Newark,USA,NJ,0,Essex,40.73576,-74.17343,2023
"Rodriguez Distribution, Inc.",07114,Newark,USA,NJ,4032,Essex,40.70018,-74.16618,2023
Performance Peterbilt of South Georgia,32343,Midway,USA,FL,0,Santa Rosa,30.48515,-84.47652,2023
Performance Peterbilt of South Georgia,32343,Midway,USA,FL,0,Gadsden,30.48515,-84.47652,2023
Performance Peterbilt of South Georgia,32343,Midway,USA,FL,0,Seminole,30.48515,-84.47652,2023
Performance Peterbilt of South Georgia,31636,Lake Park,USA,GA,0,Lowndes,30.7337,-83.1096,2023
"Northwest Equipment Sales, Inc.",83709,Boise,USA,ID,0,Ada,43.55212,-116.28847,2023
FleetPride,55113,Roseville,USA,MN,0,Ramsey,45.01295,-93.15512,2023
FleetPride,28401,Wilmington,USA,NC,1572,New Hanover,34.29053,-77.97053,2023
FleetPride,77040,Houston,USA,TX,1205,Harris,29.87539,-95.52861,2023
Bruckner's Truck & Equipment,79563,Tye,USA,TX,2593,Taylor,32.42222,-99.90929,2023
Worldwide Equipment of South Carolina,29303,Spartanburg,USA,SC,-200,Spartanburg,34.99424,-81.96883,2023
Rush Enterprises - Irving,75061,Irving,USA,TX,1175,Dallas,32.82607,-96.96563,2023
Kenworth of South Louisiana,71202,Monroe,USA,LA,0,Ouachita,32.39549,-92.05663,2023
"Rush Truck Centers of Arizona, Inc.",85713,Tucson,USA,AZ,0,Pima,32.19525,-111.0151,2023
Rush Enterprises - Columbus West,43228,Columbus,USA,OH,0,Franklin,39.96367,-83.12478,2023
"Ozark Kenworth, Inc.",64120,Kansas City ,USA,MO,0,Jackson,39.13142,-94.51489,2023
FleetPride,79761,Odessa,USA,TX,2856,Ector,31.85603,-102.3485,2023
FleetPride,78409,Corpus Christi,USA,TX,14243,Nueces,27.81729,-97.51458,2023
FleetPride,48030,Hazel Park,USA,MI,1679,Oakland,42.46193,-83.09769,2023
FleetPride,31705,Albany,USA,GA,0,Dougherty,31.51169,-84.05333,2023
Nextran Corporation,32203,Jacksonville,USA,FL,0,Duval,30.33702,-81.67129,2023
Nextran Truck Center - Miami,33166,Miami,USA,FL,0,Miami-Dade,25.8253,-80.31049,2023
Nextran Truck Center - Fort Myers,33916,Fort Myers,USA,FL,0,Lee,26.63998,-81.84104,2023
Nextran Truck Center - Fort Lauderdale,33312,Fort Lauderdale,USA,FL,0,Broward,26.08835,-80.18166,2023
"S & P Brake Supply, Inc.",59101,Billings,USA,MT,0,Yellowstone,45.63013,-108.36445,2023
FleetPride,97062,Tualatin,USA,OR,0,Washington,45.36821,-122.76169,2023
The Pete Store,21224,Baltimore,USA,MD,0,Baltimore,39.28309,-76.54088,2023
The Pete Store - Ft. Lauderdale,33317,Fort Lauderdale,USA,FL,0,Broward,26.11268,-80.22607,2023
The Pete Store - Baltimore,21224,Baltimore,USA,MD,0,Baltimore,39.28309,-76.54088,2023
The Pete Store - Blue Ridge,24472,Raphine,USA,VA,125,Rockbridge,37.93833,-79.22194,2023
The Pete Store - Chesapeake,23320,Chesapeake,USA,VA,0,Chesapeake,36.75208,-76.21807,2023
The Pete Store - Columbia,29172,West Columbia,USA,SC,4680,Lexington,33.90603,-81.07264,2023
The Pete Store - DC,20785,Landover,USA,MD,1500,Prince George's,38.91849,-76.88237,2023
The Pete Store - Delaware,19973,Seaford,USA,DE,0,Sussex,38.63404,-75.62454,2023
The Pete Store - Fitchburg,01420,Fitchburg,USA,MA,2840,Worcester,42.58559,-71.81693,2023
The Pete Store - Gainesville,20155,Gainesville,USA,VA,91,Prince William,38.80646,-77.62145,2023
The Pete Store - Hagerstown,21740,Hagerstown,USA,MD,0,Washington,39.63233,-77.73902,2023
The Pete Store - Knoxville,37924,Knoxville,USA,TN,-1317,Knox,36.03554,-83.80211,2023
The Pete Store - N Georgia,30736,Ringgold,USA,GA,4765,Catoosa,34.90244,-85.13306,2023
The Pete Store - Richmond,23234,Richmond,USA,VA,13040,Richmond,37.45293,-77.46752,2023
The Pete Store - Savannah,31322,Pooler,USA,GA,0,Chatham,32.10265,-81.25626,2023
The Pete Store - Tewksbury,01876,Tewksbury,USA,MA,3980,Middlesex,42.61206,-71.22733,2023
The Pete Store - Western Mass,01104,Springfield,USA,MA,0,Hampden,42.13326,-72.56733,2023
The Pete Store - Clewiston,33440,Clewiston,USA,FL,0,Hendry,26.54065,-81.04325,2023
The Pete Store - Ft. Myers,33905,Fort Myers,USA,FL,0,Lee,26.66873,-81.76166,2023
The Pete Store - Ft. Pierce,34947,Fort Pierce,USA,FL,0,St. Lucie,27.44903,-80.37633,2023
The Pete Store - Miami,33166,Doral,USA,FL,0,Miami-Dade,25.8253,-80.31049,2023
The Pete Store - West Palm Beach Parts,33411,Palm Beach,USA,FL,0,Palm Beach,26.71517,-80.20305,2023
FleetPride,25801,Beckley,USA,WV,0,Raleigh,37.83805,-81.27017,2023
